Wavelength (nm),Intensity (a.u.),Z Axis,
,eem_perm_10min_unito_dial_EX_250.00,eem_perm_10min_unito_dial_EX_260.00,eem_perm_10min_unito_dial_EX_270.00,eem_perm_10min_unito_dial_EX_280.00,eem_perm_10min_unito_dial_EX_290.00,eem_perm_10min_unito_dial_EX_300.00,eem_perm_10min_unito_dial_EX_310.00,eem_perm_10min_unito_dial_EX_320.00,eem_perm_10min_unito_dial_EX_330.00,eem_perm_10min_unito_dial_EX_340.00,eem_perm_10min_unito_dial_EX_350.00,eem_perm_10min_unito_dial_EX_360.00,eem_perm_10min_unito_dial_EX_370.00,eem_perm_10min_unito_dial_EX_380.00,eem_perm_10min_unito_dial_EX_390.00,eem_perm_10min_unito_dial_EX_400.00,eem_perm_10min_unito_dial_EX_410.00,eem_perm_10min_unito_dial_EX_420.00,eem_perm_10min_unito_dial_EX_430.00,eem_perm_10min_unito_dial_EX_440.00,eem_perm_10min_unito_dial_EX_450.00,eem_perm_10min_unito_dial_EX_460.00,eem_perm_10min_unito_dial_EX_470.00,eem_perm_10min_unito_dial_EX_480.00,eem_perm_10min_unito_dial_EX_490.00,eem_perm_10min_unito_dial_EX_500.00,eem_perm_10min_unito_dial_ext_EX_250.00,eem_perm_10min_unito_dial_ext_EX_260.00,eem_perm_10min_unito_dial_ext_EX_270.00,eem_perm_10min_unito_dial_ext_EX_280.00,eem_perm_10min_unito_dial_ext_EX_290.00,eem_perm_10min_unito_dial_ext_EX_300.00,eem_perm_10min_unito_dial_ext_EX_310.00,eem_perm_10min_unito_dial_ext_EX_320.00,eem_perm_10min_unito_dial_ext_EX_330.00,eem_perm_10min_unito_dial_ext_EX_340.00,eem_perm_10min_unito_dial_ext_EX_350.00,eem_perm_10min_unito_dial_ext_EX_360.00,eem_perm_10min_unito_dial_ext_EX_370.00,eem_perm_10min_unito_dial_ext_EX_380.00,eem_perm_10min_unito_dial_ext_EX_390.00,eem_perm_10min_unito_dial_ext_EX_400.00,eem_perm_10min_unito_dial_ext_EX_410.00,eem_perm_10min_unito_dial_ext_EX_420.00,eem_perm_10min_unito_dial_ext_EX_430.00,eem_perm_10min_unito_dial_ext_EX_440.00,eem_perm_10min_unito_dial_ext_EX_450.00,eem_perm_10min_unito_dial_ext_EX_460.00,eem_perm_10min_unito_dial_ext_EX_470.00,eem_perm_10min_unito_dial_ext_EX_480.00,eem_perm_10min_unito_dial_ext_EX_490.00,eem_perm_10min_unito_dial_ext_EX_500.00,eem_perm_10min_unito_dial_ext_EX_510.00,eem_perm_10min_unito_dial_ext_EX_520.00,eem_perm_10min_unito_dial_ext_EX_530.00,eem_perm_10min_unito_dial_ext_EX_540.00,eem_perm_10min_unito_dial_ext_EX_550.00,eem_perm_10min_unito_dial_ext_EX_560.00,eem_perm_10min_unito_dial_ext_EX_570.00,eem_perm_10min_unito_dial_ext_EX_580.00,eem_perm_10min_unito_dial_ext_EX_590.00,eem_perm_10min_unito_dial_ext_EX_600.00
283.070007324219,4.30156183242798,8.80037021636963,31.3940601348877,614.521789550781,466.862670898438,8.1356315612793,5.10890054702759,2.56813859939575,2.39910888671875,2.23306584358215,2.07484817504883,1.96792280673981,2.05180811882019,1.87361609935761,1.45479738712311,1.27432084083557,1.10969758033752,0.967331349849701,1.25281453132629,1.00572621822357,0.796385407447815,0.405253559350967,0.542352855205536,0.566549301147461,0.667556762695313,0.614988148212433,4.34625148773193,8.14651012420654,29.4133949279785,608.721069335938,420.5517578125,8.38609313964844,3.91116094589233,3.31729984283447,2.06664943695068,2.06185579299927,1.75733494758606,2.44786524772644,1.90849816799164,1.81253230571747,1.1648029088974,1.12079703807831,1.2534818649292,1.0895437002182,1.33164894580841,0.901927292346954,0.80133444070816,0.787310838699341,0.500713527202606,0.664960622787476,0.404517650604248,0.569117903709412,0.710594296455383,1.38512146472931,0.852460384368897,0.518524289131165,0.594483196735382,0.62199604511261,0.177043378353119,0.86580091714859,0.159311771392822,0.354207992553711
285.070007324219,4.90862417221069,9.61153411865234,16.0111179351807,512.937194824219,665.681884765625,21.8944969177246,4.70979356765747,3.76813936233521,3.06748461723328,2.0752055644989,1.8315018415451,2.25787854194641,2.05598616600037,1.46009767055511,1.78437602519989,1.49758899211884,1.03558158874512,1.10044014453888,1.42496061325073,0.957341492176056,0.825710356235504,0.53890323638916,0.715043067932129,0.44867542386055,0.720622599124908,0.583090364933014,4.53035354614258,9.2030553817749,15.1601505279541,456.542297363281,649.556762695313,19.5694713592529,4.60766124725342,4.07247352600098,2.89460253715515,2.64922595024109,2.59859371185303,2.32041001319885,1.41080570220947,1.12654900550842,1.56931126117706,1.63722801208496,1.03833425045013,1.00377690792084,1.11034464836121,1.12484133243561,0.596447110176086,0.662351906299591,0.749045014381409,0.578763484954834,0.625963032245636,0.667313754558563,0.572834134101868,1.22320592403412,0.650054216384888,0.435942143201828,0.479252368211746,0.280347615480423,0.406362473964691,0.648321568965912,0.235811978578568,0.935925126075745
287.070007324219,4.56142997741699,11.2083616256714,12.4597835540771,356.690673828125,858.937805175781,64.9587249755859,5.00451803207397,4.3434681892395,3.13108229637146,2.87450742721558,2.74515771865845,2.44779706001282,2.08029961585999,1.87078523635864,1.06328248977661,1.54444921016693,1.53706800937653,0.94241189956665,1.15097832679749,1.18445861339569,0.809388935565949,0.752799451351166,0.460676193237305,0.707671165466309,0.69694322347641,0.503375589847565,4.48095607757568,10.5391683578491,13.5465116500854,331.869842529297,811.277099609375,56.3647537231445,5.15251398086548,4.5396146774292,3.95562815666199,3.14897036552429,2.3467071056366,2.78856706619263,1.93670046329498,1.531458735466,1.45591425895691,1.07816708087921,1.56941866874695,1.17884242534637,1.22500324249268,0.994291365146637,0.85213714838028,0.607960522174835,0.653282761573791,0.544058263301849,0.564370453357697,0.474172413349152,0.685535192489624,0.862607419490814,0.745368838310242,0.383122175931931,0.317636787891388,0.227427795529366,0.905797123908997,0.860276758670807,0,0.430045872926712
289.070007324219,5.20217561721802,12.4104061126709,15.0524635314941,230.786010742187,953.286987304687,182.609680175781,6.01798152923584,4.5886869430542,4.01304244995117,3.12525701522827,2.70939779281616,2.78377723693848,1.76740908622742,1.22347378730774,1.60552024841309,1.57561433315277,1.15188419818878,1.00804805755615,1.34235119819641,0.984903752803802,0.74876457452774,0.689706563949585,0.5373455286026,0.547945201396942,0.603401839733124,0.618429243564606,6.18261337280273,10.5168647766113,14.2881441116333,200.154266357422,946.528930664062,184.225646972656,5.9115948677063,4.88832664489746,3.87666797637939,2.75988960266113,2.24014353752136,2.7735755443573,1.70428133010864,1.99804449081421,1.68379092216492,1.13072431087494,0.913241982460022,1.18173384666443,1.15305995941162,0.947722911834717,0.810413777828217,0.861969888210297,0.977982878684998,0.590480625629425,0.685524046421051,0.713160812854767,0.424614578485489,0.829973876476288,0.872990548610687,0.391604006290436,0.317384749650955,0.502596735954285,-0.0584009811282158,0.652836203575134,0.632511019706726,0.285530716180801
290.929992675781,6.56288146972656,11.9016313552856,18.666820526123,119.094940185547,982.096130371094,386.354309082031,7.19175720214844,5.53521251678467,4.02414464950562,3.52911520004272,2.31585240364075,2.47380661964417,1.28528094291687,1.97171020507813,1.53916120529175,1.41982710361481,1.21382653713226,1.21016550064087,1.23644506931305,1.10470306873322,0.890039682388306,0.589362025260925,0.428319483995438,0.640072703361511,0.499074280261993,0.839290380477905,5.57289361953735,11.4331836700439,18.2168998718262,118.271415710449,943.597900390625,354.334259033203,7.40187406539917,4.55461168289185,4.64866781234741,3.82946133613586,2.60747003555298,2.89226317405701,2.2897584438324,1.45687639713287,1.39096570014954,1.50611674785614,1.30718958377838,1.1635445356369,1.21906411647797,0.920689225196838,0.819151401519775,0.821554601192474,0.689978063106537,0.577700734138489,0.664882838726044,0.411220461130142,0.613576233386993,0.840134382247925,0.749882161617279,0.467556774616241,0.3576680123806,0.626174092292786,0.523438394069672,0.884108126163483,0.079377681016922,1.06556797027588
292.959991455078,7.26903247833252,13.5299682617188,21.6779747009277,60.2058067321777,852.660705566406,668.896118164062,10.8096494674683,6.18352699279785,4.32823991775513,3.65236163139343,2.80442810058594,2.77159118652344,2.10407471656799,2.20301651954651,1.49583554267883,1.4566867351532,1.1905083656311,1.19088399410248,1.21740353107452,1.12251698970795,0.879419922828674,0.854716777801514,0.761749982833862,0.541271984577179,0.670519471168518,0.52524071931839,6.79205846786499,13.374418258667,20.5008735656738,60.2678565979004,804.651733398438,657.773132324219,10.2727842330933,5.06682968139648,5.2346568107605,3.57142853736877,3.02160429954529,2.20950078964233,1.62210249900818,2.0064697265625,1.45491456985474,1.31946849822998,1.01049792766571,1.10040807723999,1.15016400814056,1.05402731895447,0.768382728099823,0.706821799278259,0.648340284824371,0.763404786586761,0.657557129859924,0.562213361263275,0.756280422210693,0.773602306842804,0.665867626667023,0.701553821563721,0.474552124738693,0.34110289812088,0.180234298110008,0.581395328044891,-0.393948942422867,0.286779463291168
295,8.6491584777832,15.0390625,25.7940979003906,41.1866836547852,666.022827148438,899.223083496094,26.966136932373,5.63025188446045,4.31592559814453,3.46459364891052,3.24244666099548,3.227383852005,2.22624897956848,1.71519231796265,1.49935734272003,1.56050062179565,1.17034018039703,1.18612396717072,1.35407257080078,1.02816498279572,0.925595104694366,0.604539513587952,0.594486117362976,0.550707459449768,0.709254205226898,0.846517622470856,7.72626924514771,14.5923309326172,25.3615131378174,38.4095001220703,717.342590332031,904.357727050781,26.4096584320068,6.14322996139526,4.46390247344971,3.22882151603699,2.71390867233276,2.40731811523438,1.67691457271576,1.48655343055725,1.03615832328796,1.33899414539337,1.24796521663666,1.17407262325287,1.13526904582977,1.04987788200378,0.84433788061142,0.62841933965683,0.633435666561127,0.55276894569397,0.668002724647522,0.847878873348236,0.478011459112167,0.699565708637238,0.504265248775482,0.382058531045914,0.355759352445602,0.511945426464081,0.425402611494064,0.580551505088806,0.708326756954193,0.909981787204742
297.029998779297,8.70428371429443,17.2162628173828,30.0797691345215,33.8839149475098,432.951385498047,1000,74.2123870849609,6.52446699142456,5.08474540710449,3.62587547302246,4.42575788497925,2.83831238746643,2.02166819572449,1.58716535568237,2.29481172561646,1.13597989082336,1.12921440601349,1.34750461578369,1.47108554840088,0.962448477745056,0.829944372177124,0.94938588142395,0.79221647977829,0.552380561828613,0.502716302871704,0.775483250617981,9.87263584136963,14.7796792984009,27.6127605438232,33.2993812561035,461.057159423828,1000,69.3917007446289,6.86801815032959,4.00855159759521,4.26778221130371,3.23356890678406,2.89179110527039,1.62346160411835,1.9280743598938,2.07529306411743,1.51418793201447,1.06484007835388,1.10164391994476,1.40154159069061,1.22432315349579,0.832243502140045,0.576789975166321,0.615066647529602,0.697655916213989,0.530777037143707,0.703296661376953,0.443009912967682,0.541174352169037,0.695803463459015,0.642706573009491,0.280112057924271,0.510899186134338,0.60016804933548,0.361036896705627,0.310414403676987,0.352659046649933
299.059997558594,11.7987365722656,19.427001953125,32.8527030944824,38.0239753723145,285.005889892578,1000,215.534790039062,7.40144824981689,5.56424951553345,4.04190349578857,3.06726050376892,2.69462537765503,2.09070444107056,1.6120138168335,1.63803017139435,1.50578784942627,1.15448045730591,1.10101842880249,1.59810888767242,0.919916987419128,0.853368401527405,0.546418249607086,0.516287624835968,0.60588926076889,0.495992064476013,0.566099584102631,10.6624317169189,18.331226348877,31.1655368804932,37.7211456298828,255.119598388672,1000,173.927703857422,7.62978935241699,5.1313271522522,2.97791361808777,3.64256381988525,2.88711404800415,2.12688708305359,1.72646117210388,1.71150815486908,1.17044162750244,1.27664303779602,1.35864949226379,1.31435203552246,0.896087646484375,0.90119194984436,0.80132794380188,0.769173502922058,0.576392650604248,0.563072085380554,0.866965651512146,0.57121741771698,0.477569162845612,0.815157532691956,0.613418519496918,0.160603865981102,0.174998536705971,0,-0.217170998454094,0.834281384944916,0.627571284770966
301.070007324219,11.8227367401123,20.3472957611084,36.4320220947266,43.9121742248535,140.78987121582,1000,416.304901123047,8.71369361877441,6.29412221908569,5.06414556503296,3.35495400428772,2.95757579803467,1.78337275981903,2.61940097808838,2.32459831237793,1.51356029510498,1.25495564937592,1.29581642150879,1.51722037792206,1.27509319782257,0.899089455604553,0.591606616973877,0.517203152179718,0.929957330226898,0.798148274421692,0.521678626537323,11.1077976226807,19.5618686676025,35.9152145385742,42.9294853210449,139.434814453125,1000,387.829803466797,8.63273906707764,5.67023992538452,4.08797359466553,3.45398283004761,2.8370840549469,2.16964554786682,2.19647693634033,1.78872418403626,1.71586549282074,1.26633429527283,1.22378504276276,1.3642098903656,1.11847484111786,0.819343209266663,0.765943706035614,0.605194985866547,0.628701210021973,0.518126308917999,0.431499481201172,0.488424330949783,0.673617660999298,0.711114943027496,0.658661425113678,0.399456739425659,0.453489005565643,0.119417242705822,0.0725426226854324,0.701590240001678,0.283306181430817
303.070007324219,13.5511846542358,23.9636878967285,42.098876953125,50.1864280700684,74.5674057006836,1000,708.425964355469,13.9118919372559,5.40444755554199,5.26614236831665,3.15619492530823,3.60065460205078,2.3332986831665,2.60003519058228,1.70741713047028,1.3434294462204,1.23596107959747,1.35805094242096,1.45145320892334,1.11560893058777,0.985062539577484,0.856741845607758,0.634356737136841,0.893963754177094,0.728285014629364,0.78760826587677,13.4589500427246,23.054370880127,40.468807220459,47.8871040344238,77.8225784301758,951.558898925781,670.627380371094,12.5621995925903,4.4347825050354,4.41790056228638,3.85356450080872,3.34957361221313,2.1008403301239,2.1802933216095,1.81614983081818,1.42666923999786,1.24203026294708,1.31146442890167,1.59144973754883,1.14000952243805,0.932431936264038,0.727217078208923,0.716704189777374,0.622765123844147,0.627559781074524,0.44128030538559,0.16066837310791,0.525885283946991,0.726293981075287,0.701353371143341,0.315432518720627,0.172602266073227,0.297159165143967,0.144248098134994,0.15565413236618,0.637258350849152
305.070007324219,14.9934310913086,26.4883632659912,43.707275390625,56.1666259765625,49.9968872070313,685.371887207031,1000,39.2809600830078,6.62927103042602,5.43831157684326,3.50125050544739,3.06976294517517,2.46305418014526,2.38208675384521,2.04268527030945,1.81704258918762,1.45953238010406,1.39745736122131,1.75668227672577,1.18371212482452,1.07198548316956,0.760788917541504,0.585018396377564,0.44549098610878,0.647840559482574,0.700096249580383,14.837233543396,25.4951820373535,44.6733512878418,54.6250762939453,49.269962310791,717.249450683594,987.568969726563,38.7523612976074,6.30289936065674,4.61603021621704,3.9419858455658,3.34942364692688,2.21987318992615,2.28929972648621,2.20059847831726,1.5469685792923,1.36852395534515,1.31921720504761,1.47959184646606,1.19835269451141,0.973028361797333,0.883176445960999,0.566809594631195,0.751641750335693,0.533574759960175,0.295717984437943,0.739716351032257,0.506329119205475,0.824366509914398,0.387446731328964,0.72850900888443,0.574745714664459,0.767006874084473,-0.071994237601757,0.864440023899078,-0.21285654604435
